question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-SCI-REQ045-REASS-006","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","What would happen to an ecosystem if all its decomposers were removed?","","Dead remains and wastes would pile up and nutrients would not be returned to the soil, so producers would eventually fail.","Decomposers recycle nutrients locked in dead organic matter. Without them the nutrient cycle breaks, the soil is not replenished and plant growth, and hence the whole ecosystem, collapses.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-007","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): Nutrients, unlike energy, are cycled repeatedly through an ecosystem. Reason (R): Decomposers return the elements locked in dead organisms to the abiotic environment. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Because decomposition releases nutrients back into soil, water and air, the same atoms are used again by producers, while energy is lost as heat.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-008","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","true_false","2","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: An organism can occupy more than one trophic level in a food web.","True | False","True","An omnivore such as a human being can act as a primary consumer when eating plants and as a secondary consumer when eating animals.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-009","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","2","1","FRESH_REASSESSMENT","","Which of the following is an artificial ecosystem?","a forest | a lake | a grassland | an aquarium","an aquarium","An aquarium is created and maintained by human beings, whereas the others develop naturally.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-010","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","data_interpretation","3","3","FRESH_REASSESSMENT","","Energy measured at successive trophic levels of a grassland: | Level | Energy | | Producers | 40000 J | | Primary consumers | 4000 J | | Secondary consumers | 400 J |  What percentage of the producers' energy reaches the secondary consumers?","","1 per cent","400 J out of 40000 J is one per cent, consistent with two successive ten per cent transfers.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-REASS-011","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","Explain how a chlorine atom released from a chlorofluorocarbon molecule destroys ozone, and why the damage is out of proportion to the amount released.","","The chlorine atom reacts with ozone to form chlorine monoxide and oxygen, and is regenerated afterwards, so one atom destroys very many ozone molecules.","Because the chlorine atom acts as a catalyst and is not consumed, it takes part in the destruction cycle repeatedly, so even small quantities of chlorofluorocarbons cause extensive depletion.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-012","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","2","2","FRESH_REASSESSMENT","","Classify the following as biodegradable or non-biodegradable: paper, polythene, cow dung, aluminium foil.","","Biodegradable: paper and cow dung. Non-biodegradable: polythene and aluminium foil.","Paper and cow dung are of organic origin and are broken down by microorganisms, while polythene and aluminium foil resist microbial action.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-013","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","2","1","FRESH_REASSESSMENT","","Depletion of the ozone layer chiefly increases the risk of","depletion of groundwater | skin cancer and cataract in human beings | earthquakes | acid rain from sulphur dioxide","skin cancer and cataract in human beings","More ultraviolet radiation reaches the ground, and prolonged exposure damages skin and eyes.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-014","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","case_study","3","3","FRESH_REASSESSMENT","","A school starts a composting pit for its canteen waste and sends only dry waste to the municipal collection.  State two environmental benefits of this practice.","","It reduces the volume of waste going to landfill and produces manure that returns nutrients to the soil.","Composting converts biodegradable waste into useful manure on site, cutting transport and landfill load while recycling nutrients back into the soil instead of losing them.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-REASS-015","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","Why is the widespread use of disposable plastic cutlery discouraged even though it is convenient?","","Because it is non-biodegradable, so it accumulates as long-lasting waste, harms animals and adds to landfill and drainage problems.","Plastics are not broken down by microorganisms, so every item discarded persists for decades. They choke drains, are swallowed by animals and enter food chains, and the convenience is therefore outweighed by long-term environmental damage.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-016","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): Non-biodegradable pesticides are a greater long-term hazard than biodegradable ones. Reason (R): Substances that microorganisms cannot break down accumulate in the tissues of organisms along a food chain. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Persistence leads to biological magnification, so the concentration builds up at each trophic level and the top consumers suffer most.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-017","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","true_false","1","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: Biodegradable substances are broken down by the action of microorganisms.","True | False","True","Bacteria and fungi decompose biodegradable material into simpler substances that re-enter the environment.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-018","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","2","1","FRESH_REASSESSMENT","","Among the three approaches reduce, reuse and recycle, the one that saves the most energy is","reuse, because it always requires reprocessing | all three consume exactly the same energy | reduce, because the material and the energy to process it are never used at all | recycle, because every material can be recycled indefinitely","reduce, because the material and the energy to process it are never used at all","Recycling still needs collection and reprocessing energy, so avoiding consumption in the first place saves the most.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-019","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","data_interpretation","3","3","FRESH_REASSESSMENT","","Waste collected from a housing block in one week: | Type | Mass | | Kitchen waste | 120 kg | | Plastic | 45 kg | | Glass and metal | 35 kg |  What percentage of the total waste is biodegradable?","","60 per cent","The total is 200 kg and the biodegradable kitchen waste is 120 kg, which is 60 per cent of the total.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-REASS-020","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","Suggest two steps a municipality can take to reduce the quantity of non-biodegradable waste reaching its landfill.","","Enforce segregation at source with separate collection of dry waste, and set up recycling and buy-back arrangements for plastics, glass and metal.","Separate collection keeps recyclable dry waste out of the mixed stream, and organised recycling channels return those materials to industry instead of the landfill; awareness drives and restrictions on single-use plastics reinforce both steps.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
