year,subject,subject_code,archive,pdf_entry,pages,max_marks,set_series,language,exam_type,status,exclusion_reason,sha256
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1190-2_31-4-2_Science.pdf,32,80,31/4/2,English/Hindi,MAIN,ACCEPTED,,e9873f43c9172a57d3443ac09bd663896cc66857ed0baaff8186e94307b7f425
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1190-3_31-4-3_Science.pdf,32,80,31/4/3,English/Hindi,MAIN,ACCEPTED,,a40007d054d748c564143ac67bf3692ba1c79b7ec9e08a4d9c16702348c9fb39
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1191-1_31-5-1_Science.pdf,32,80,31/5/1,English/Hindi,MAIN,ACCEPTED,,fbd40ed23963d2245f01037debe62e8913c38dcd00bc4080d4dfadc100ddf534
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1191-2_31-5-2_Science.pdf,32,80,31/5/2,English/Hindi,MAIN,ACCEPTED,,c392bc53927c4eed88f097938c10992d7a77c13f524421a74384742a664224db
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1191-3_31-5-3_Science.pdf,32,80,31/5/3,English/Hindi,MAIN,ACCEPTED,,109aced37780c95f995f80cb4ee58ea4e45d3d0f8b26b297ffd17a17c44cceb7
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31(B)-Science for V.I..pdf,27,80,,English/Hindi,MAIN,ACCEPTED,,e0858dbf4873a9eeb531692086edf175060c718e17885fd2787072f61c65506a
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-2-1.pdf,31,80,31/2/1,English/Hindi,MAIN,ACCEPTED,,e790559d9c6ac0f879510ed0cb3c2d89cd2c9827834976eab159e67db405a4ea
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-2-2.pdf,31,80,31/2/2,English/Hindi,MAIN,ACCEPTED,,2794a2244acd98ee61776b82e148f87466e28482805c8f6b34d20326de8b14f0
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-2-3.pdf,31,80,31/2/3,English/Hindi,MAIN,ACCEPTED,,8ba98e3f840f0d0291dc62d0fb69cdfddc8eb3b2059c59471c8780b9d9c6516e
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-3-1.pdf,31,80,31/3/1,English/Hindi,MAIN,ACCEPTED,,b808bc675847177a5acca9b90af7659a8848cb84ed7da688e70f87503c94c90d
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-3-2.pdf,31,80,31/3/2,English/Hindi,MAIN,ACCEPTED,,5b6fe2c8d9b635ba24a01cf849416693d36f9e4fcafaee9aa835b2f0ba179b13
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31-3-3.pdf,31,80,31/3/3,English/Hindi,MAIN,ACCEPTED,,7847ceab7122e57ea15bba3a0a42365a7bbcaae87d4419ed14be3132983ceb39
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31_1_1_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,182c28d3e508de0c05830ffb93d9d86537117ded97f36491f2819534e2c9b5ea
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31_1_2_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,17fb070689d16b68363c90649e83dc58110e8ba4f3aa84350479d7ba508e0481
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/31_1_3_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,890754816b6473424b1363492fa7117784a5beb4b0410e4f5228996405557d50
