question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-MATH-REQ027-DIAG-001","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","DIAGNOSTIC","","A tangent is drawn from a point P to a circle of radius 5 cm with centre O, touching it at T. If OP = 13 cm, find PT.","","12 cm","The radius is perpendicular to the tangent at T, so PT = root(13^2 - 5^2) = root 144 = 12 cm.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-DIAG-002","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","mcq","1","1","DIAGNOSTIC","","How many tangents can be drawn to a circle from a point lying on the circle?","exactly two | infinitely many | exactly one | none","exactly one","At any point of a circle there is a unique line perpendicular to the radius at that point, and that line is the tangent.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-DIAG-003","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","1","2","DIAGNOSTIC","","From an external point P, two tangents PA and PB are drawn to a circle. If PB = 7 cm, write the length of PA and name the property used.","","PA = 7 cm; tangents from an external point are equal in length.","The two tangent segments from a common external point to a circle are congruent, which follows from the RHS congruence of the two right triangles formed with the radii.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-DIAG-004","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","case_study","3","3","DIAGNOSTIC","","A circular skating rink of radius 9 m has its centre at O. A lamp post stands at a point P outside the rink with OP = 41 m, and a straight guard rail runs from P and just touches the rink at a point T.  Find the length of the guard rail PT.","","40 m","OT is perpendicular to the tangent PT, so PT = root(41^2 - 9^2) = root 1600 = 40 m.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ027-DIAG-005","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","2","1","DIAGNOSTIC","","Assertion (A): The radius drawn to the point of contact is perpendicular to the tangent. Reason (R): The shortest distance from the centre to a tangent line is along the perpendicular from the centre. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Every point of the tangent except the point of contact lies outside the circle, so the point of contact is the nearest point and the radius to it is perpendicular.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-DIAG-006","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","true_false","1","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: A line that meets a circle at two distinct points is called a tangent.","True | False","False","Such a line is a secant. A tangent meets the circle at exactly one point.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-DIAG-007","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","4","3","DIAGNOSTIC","","Two tangents drawn from an external point P to a circle of radius 6 cm are inclined to each other at 60 degrees. Find the distance OP.","","12 cm","OP bisects the angle between the tangents, so in the right triangle sin 30 degrees = 6/OP, giving OP = 6 / 0.5 = 12 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-001","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","FRESH_REASSESSMENT","","The radius of a circle with centre O is 7 cm and a point P lies 25 cm from O. Find the length of the tangent from P to the circle.","","24 cm","The tangent length is root(25^2 - 7^2) = root 576 = 24 cm.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-002","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","mcq","2","1","FRESH_REASSESSMENT","","The tangents drawn at the two ends of a diameter of a circle are","intersecting at the centre | parallel to each other | perpendicular to each other | inclined at 60 degrees","parallel to each other","Both tangents are perpendicular to the same diameter, so they are parallel.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-REASS-003","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","FRESH_REASSESSMENT","","A quadrilateral ABCD circumscribes a circle. If AB = 6 cm, BC = 7 cm and CD = 4 cm, find DA.","","3 cm","For a circumscribing quadrilateral AB + CD = BC + DA, so 6 + 4 = 7 + DA and DA = 3 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-004","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","case_study","3","3","FRESH_REASSESSMENT","","A cable is stretched from a hook H on a wall to the rim of a circular drum of radius 8 cm so that the cable just touches the drum. The centre of the drum is 17 cm from the hook.  Find the length of the cable from the hook to the point where it touches the drum.","","15 cm","The cable is a tangent, so its length is root(17^2 - 8^2) = root 225 = 15 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ027-REASS-005","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): Two tangents can be drawn to a circle from a point lying inside it. Reason (R): A tangent to a circle touches the circle at exactly one point. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","A is false but R is true.","No tangent can be drawn from an interior point, so A is false. R correctly defines a tangent.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-REASS-006","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","4","3","FRESH_REASSESSMENT","","The two tangents from an external point P to a circle of radius 5 cm are perpendicular to each other. Find OP.","","5 root 2 cm","OP bisects the right angle, so sin 45 degrees = 5/OP and OP = 5 / (1/root 2) = 5 root 2 cm, approximately 7.07 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-007","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","true_false","1","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: The lengths of the two tangent segments drawn from an external point to a circle are equal.","True | False","True","The two right triangles formed with the radii are congruent by RHS, so the tangent segments are equal.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ027-REASS-008","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","FRESH_REASSESSMENT","","PA is a tangent to a circle with centre O touching it at A. If OA = 8 cm and PA = 15 cm, find OP.","","17 cm","Angle OAP is a right angle, so OP = root(8^2 + 15^2) = root 289 = 17 cm.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-009","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","mcq","3","1","FRESH_REASSESSMENT","","PA is a tangent to a circle with centre O at the point A. If angle AOP is 60 degrees, then angle OPA is","45 degrees | 90 degrees | 30 degrees | 60 degrees","30 degrees","Angle OAP is 90 degrees, so the remaining angle of the triangle is 180 - 90 - 60 = 30 degrees.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ027-REASS-010","Mathematics","Geometry","Circles","Tangents to a Circle","LO_M10.1.1","Prove and apply theorems regarding tangents to a circle from an external point.","REQ_MATH_2026_027 | REQ_MATH_2026_028","Maths_SecP1X_2026-27.pdf Page 4","data_interpretation","3","3","FRESH_REASSESSMENT","","For a circle of centre O and radius r, tangents are drawn from external points: | Point | OP (cm) | r (cm) | | P1 | 10 | 6 | | P2 | 26 | 10 |  Which point has the longer tangent segment, and what is its length?","","P2, with a tangent length of 24 cm","Tangent lengths are root(100 - 36) = 8 cm and root(676 - 100) = 24 cm, so P2 gives the longer segment.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ029-DIAG-001","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","3","DIAGNOSTIC","","In a right triangle, sin A = 3/5. Find cos A and tan A.","","cos A = 4/5 and tan A = 3/4","Using sin^2 A + cos^2 A = 1, cos^2 A = 1 - 9/25 = 16/25, so cos A = 4/5 for an acute angle, and tan A = sin A / cos A = 3/4.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-DIAG-002","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","mcq","1","1","DIAGNOSTIC","","The value of sin 30 degrees + cos 60 degrees is","0 | 1 | 1/2 | root 3 / 2","1","sin 30 degrees = 1/2 and cos 60 degrees = 1/2, so the sum is 1.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-DIAG-003","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","DIAGNOSTIC","","Evaluate sin^2 30 degrees + cos^2 30 degrees without using tables.","","1","For any angle A the identity sin^2 A + cos^2 A = 1 holds, so the value is 1; directly, 1/4 + 3/4 = 1.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-DIAG-004","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","1","DIAGNOSTIC","","If tan A = 1 and A is acute, find the measure of A.","","45 degrees","tan 45 degrees = 1 and the tangent is strictly increasing on acute angles, so A = 45 degrees.","Answer-key match with educator override. 1 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK RUBRIC_MARKS","","","","","",""
"C10-2627-MATH-REQ029-DIAG-005","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","2","DIAGNOSTIC","","If tan A = root 3, find sec A for an acute angle A.","","2","Using sec^2 A = 1 + tan^2 A = 1 + 3 = 4, and sec A is positive for an acute angle, so sec A = 2.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-DIAG-006","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","2","1","DIAGNOSTIC","","Assertion (A): sin^2 A + cos^2 A = 1 holds for every acute angle A. Reason (R): The identity follows from the Pythagoras theorem applied to a right triangle containing the angle A. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Dividing the relation base^2 + perpendicular^2 = hypotenuse^2 by the square of the hypotenuse gives exactly the identity.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ029-DIAG-007","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","true_false","1","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: The value of sin A can be greater than 1 for an acute angle A.","True | False","False","sin A is the ratio of the perpendicular to the hypotenuse, and the hypotenuse is the longest side, so sin A is at most 1.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ029-REASS-001","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","3","FRESH_REASSESSMENT","","In a right triangle, cos A = 12/13. Find sin A and tan A.","","sin A = 5/13 and tan A = 5/12","sin^2 A = 1 - 144/169 = 25/169, so sin A = 5/13 and tan A = (5/13) / (12/13) = 5/12.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-REASS-002","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","mcq","1","1","FRESH_REASSESSMENT","","The value of tan 45 degrees + cot 45 degrees is","0 | root 2 | 2 | 1","2","Both tan 45 degrees and cot 45 degrees equal 1, so the sum is 2.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-REASS-003","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","FRESH_REASSESSMENT","","Evaluate 2 x sin 30 degrees x cos 60 degrees.","","0.5","sin 30 degrees = 1/2 and cos 60 degrees = 1/2, so the product is 2 x 1/4 = 1/2.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-REASS-004","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","1","FRESH_REASSESSMENT","","If sin A = 1/2 and A is acute, find A.","","30 degrees","sin 30 degrees = 1/2 and the sine is strictly increasing on acute angles, so A = 30 degrees.","Answer-key match with educator override. 1 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK RUBRIC_MARKS","","","","","",""
"C10-2627-MATH-REQ029-REASS-005","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","2","FRESH_REASSESSMENT","","If cosec A = 2, find cot A for an acute angle A.","","root 3","cot^2 A = cosec^2 A - 1 = 4 - 1 = 3, so cot A = root 3, approximately 1.732.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-REASS-006","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","mcq","2","1","FRESH_REASSESSMENT","","The value of sin^2 60 degrees + cos^2 60 degrees is","3/4 | 1/4 | root 3 / 2 | 1","1","By the fundamental identity the sum is 1; directly, 3/4 + 1/4 = 1.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ029-REASS-007","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","data_interpretation","2","2","FRESH_REASSESSMENT","","Standard values are listed below: | Angle | sin | cos | | 30 | 1/2 | root 3 / 2 | | 45 | 1/root 2 | 1/root 2 | | 60 | root 3 / 2 | 1/2 |  For which of the listed angles are the sine and cosine equal?","","45 degrees","Only at 45 degrees do both ratios equal 1/root 2, which also means tan 45 degrees = 1.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ029-REASS-008","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): tan A is always less than 1 for an acute angle A. Reason (R): tan A equals the ratio of the perpendicular to the base of a right triangle. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","A is false but R is true.","tan 60 degrees = root 3 which exceeds 1, so A is false, while R is the correct definition.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ029-REASS-009","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","true_false","1","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: cos A decreases as the acute angle A increases from 0 degrees to 90 degrees.","True | False","True","cos 0 = 1 falls steadily to cos 90 degrees = 0, so the cosine decreases over that range.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ029-REASS-010","Mathematics","Trigonometry","Introduction to Trigonometry","Trigonometric Ratios and Identities","LO_M8.1.1","Define trigonometric ratios for acute angles and evaluate expression using standard values and fundamental trigonometric identity sin^2 A + cos^2 A = 1.","REQ_MATH_2026_029 | REQ_MATH_2026_030 | REQ_MATH_2026_031","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","FRESH_REASSESSMENT","","Evaluate (1 - cos^2 A) / cos^2 A at A = 45 degrees, and state the identity this expression represents.","","1; the expression equals tan^2 A","1 - cos^2 A = sin^2 A, so the expression is tan^2 A. At 45 degrees tan A = 1, so the value is 1.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ032-DIAG-001","Mathematics","Trigonometry","Some Applications of Trigonometry","Heights and Distances","LO_M9.1.1","Solve real-world problems involving angles of elevation and depression using trigonometric ratios.","REQ_MATH_2026_032 | REQ_MATH_2026_033","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","3","DIAGNOSTIC","","The angle of elevation of the top of a tower from a point 20 m from its foot on level ground is 60 degrees. Find the height of the tower.","","20 root 3 m, about 34.64 m","tan 60 degrees = h / 20, so h = 20 root 3 metres, approximately 34.64 m.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ032-DIAG-002","Mathematics","Trigonometry","Some Applications of Trigonometry","Heights and Distances","LO_M9.1.1","Solve real-world problems involving angles of elevation and depression using trigonometric ratios.","REQ_MATH_2026_032 | REQ_MATH_2026_033","Maths_SecP1X_2026-27.pdf Page 5","mcq","2","1","DIAGNOSTIC","","The shadow of a vertical pole on level ground is exactly as long as the pole. The angle of elevation of the sun is","90 degrees | 45 degrees | 30 degrees | 60 degrees","45 degrees","tan of the elevation equals height divided by shadow, which is 1, so the elevation is 45 degrees.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ032-DIAG-003","Mathematics","Trigonometry","Some Applications of Trigonometry","Heights and Distances","LO_M9.1.1","Solve real-world problems involving angles of elevation and depression using trigonometric ratios.","REQ_MATH_2026_032 | REQ_MATH_2026_033","Maths_SecP1X_2026-27.pdf Page 5","short_answer","3","3","DIAGNOSTIC","","A kite is flying with a taut string 100 m long making an angle of 60 degrees with the horizontal ground. Find the height of the kite above the ground.","","50 root 3 m, about 86.6 m","The height is 100 x sin 60 degrees = 100 x root 3 / 2 = 50 root 3 m, approximately 86.6 m.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ032-DIAG-004","Mathematics","Trigonometry","Some Applications of Trigonometry","Heights and Distances","LO_M9.1.1","Solve real-world problems involving angles of elevation and depression using trigonometric ratios.","REQ_MATH_2026_032 | REQ_MATH_2026_033","Maths_SecP1X_2026-27.pdf Page 5","case_study","3","3","DIAGNOSTIC","","A coastguard stands at the top of a vertical cliff 50 m above sea level and observes a small boat. The angle of depression of the boat from the coastguard is 45 degrees.  Find the horizontal distance of the boat from the foot of the cliff.","","50 m","The angle of depression equals the angle of elevation from the boat, so tan 45 degrees = 50 / d, giving d = 50 m.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ032-DIAG-005","Mathematics","Trigonometry","Some Applications of Trigonometry","Heights and Distances","LO_M9.1.1","Solve real-world problems involving angles of elevation and depression using trigonometric ratios.","REQ_MATH_2026_032 | REQ_MATH_2026_033","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","3","DIAGNOSTIC","","A vertical pole is 10 m tall and the angle of elevation of its top from a point on the ground is 30 degrees. Find the distance of the point from the foot of the pole.","","10 root 3 m, about 17.32 m","tan 30 degrees = 10 / d gives d = 10 root 3 m, approximately 17.32 m.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
